Year,Month,Tristan,Tristan_Residual,Gough,Gough_Residual
1985,1,16.43,-0.21725464,14.46,5.82E-05
1985,2,16.799999,-0.67798996,14.88,-0.30201817
1985,3,17.799999,0.38354111,15.78,0.65188694
1985,4,16.969999,0.43042564,15.01,0.62079716
1985,5,15.84,0.66170502,14.05,0.7732296
1985,6,15.03,0.9969511,13.31,0.97286606
1985,7,13.58,0.33706951,11.98,0.37737656
1985,8,12.75,-0.000183105,11.17,0.042438507
1985,9,12.26,-0.3107338,10.74,-0.21451283
1985,10,12.67,-0.32182884,11.14,-0.16127968
1985,11,13.81,-0.15597916,12.31,0.14512348
1985,12,15.54,0.13255787,13.89,0.49238014
1986,1,17.059999,0.41274452,14.93,0.47005844
1986,2,18.459999,0.98200989,16.18,0.99798203
1986,3,18.51,1.0935421,16.24,1.111887
1986,4,17.16,0.62042618,15.06,0.67079735
1986,5,15.63,0.45170498,13.95,0.67322922
1986,6,14,-0.03304863,12.56,0.22286606
1986,7,13.25,0.007069588,11.8,0.1973772
1986,8,12.26,-0.49018288,10.88,-0.24756145
1986,9,12.41,-0.16073418,10.99,0.035487175
1986,10,13.03,0.038170815,11.65,0.3487196
1986,11,14.15,0.18402004,12.57,0.40512276
1986,12,15.62,0.21255779,13.64,0.24238014
1987,1,16.25,-0.39725494,14.16,-0.29994202
1987,2,16.879999,-0.59799004,14.6,-0.5820179
1987,3,17.34,-0.076457977,14.83,-0.29811287
1987,4,16.799999,0.26042557,14.38,-0.009202957
1987,5,15,-0.17829514,13.01,-0.26677036
1987,6,14.1,0.066951752,12.26,-0.077134132
1987,7,13.25,0.007069588,11.52,-0.082622528
1987,8,13.01,0.25981712,11.35,0.22243881
1987,9,12.78,0.20926571,11.14,0.18548775
1987,10,13.53,0.53817081,11.7,0.39871979
1987,11,14.24,0.2740202,12.48,0.3151226
1987,12,15.87,0.46255779,13.88,0.48237991
1988,1,17.15,0.50274467,14.84,0.38005829
1988,2,17.9,0.42201042,15.43,0.24798203
1988,3,16.98,-0.43645859,14.74,-0.38811302
1988,4,16.549999,0.010425568,14.41,0.020796776
1988,5,15.59,0.41170502,13.71,0.43322945
1988,6,14.2,0.16695118,12.38,0.042865753
1988,7,13.47,0.22706985,11.75,0.14737701
1988,8,12.88,0.12981701,11.17,0.042438507
1988,9,12.89,0.31926632,11.02,0.065487862
1988,10,13.45,0.45817089,11.61,0.30871964
1988,11,14.86,0.89402008,12.88,0.71512318
1988,12,16.48,1.0725574,14.46,1.0623798
1989,1,17.280001,0.63274574,15.27,0.81005859
1989,2,18.23,0.75201035,16.110001,0.92798233
1989,3,17.969999,0.55354118,15.86,0.73188686
1989,4,17.559999,1.0204258,15.64,1.2507973
1989,5,15.7,0.52170467,13.93,0.65322971
1989,6,14.42,0.38695145,12.75,0.41286564
1989,7,13.49,0.24706936,11.88,0.27737713
1989,8,13.26,0.50981712,11.76,0.63243866
1989,9,13.03,0.45926571,11.51,0.55548763
1989,10,13.52,0.52817154,11.88,0.57872009
1989,11,14.95,0.98402023,13.1,0.93512344
1989,12,16.389999,0.9825573,14.31,0.91238022
1990,1,17.75,1.1027451,15.5,1.0400581
1990,2,18.049999,0.57201004,15.99,0.80798149
1990,3,18.4,0.98354149,16.360001,1.2318878
1990,4,17.57,1.030426,15.69,1.3007965
1990,5,16.09,0.91170502,14.41,1.1332293
1990,6,14.6,0.56695175,13.02,0.6828661
1990,7,13.94,0.69706917,12.27,0.66737747
1990,8,13.73,0.97981644,12,0.87243843
1990,9,13.57,0.99926567,11.95,0.99548721
1990,10,14.06,1.0681715,12.3,0.99872017
1990,11,14.52,0.55402088,12.83,0.66512299
1990,12,15.84,0.43255806,13.9,0.50237942
1991,1,16.870001,0.2227459,14.85,0.39005852
1991,2,18.26,0.78201103,15.92,0.7379818
1991,3,18.58,1.1635418,16.16,1.0318871
1991,4,17.719999,1.1804256,15.42,1.030797
1991,5,15.75,0.57170486,13.8,0.5232296
1991,6,14.48,0.44695091,12.81,0.47286606
1991,7,13.35,0.10706997,11.69,0.087376595
1991,8,13.24,0.48981667,11.73,0.60243797
1991,9,13.07,0.49926567,11.43,0.47548771
1991,10,13.24,0.24817085,11.51,0.20872021
1991,11,14.16,0.19402027,12.24,0.075122833
1991,12,15.19,-0.21744251,13.15,-0.24762058
1992,1,16.42,-0.22725487,14.2,-0.25994205
1992,2,16.620001,-0.85798836,14.37,-0.81201839
1992,3,16.309999,-1.1064587,14.05,-1.0781126
1992,4,15.65,-0.88957405,13.44,-0.94920349
1992,5,15.18,0.00170517,13.04,-0.23677063
1992,6,14.1,0.066951752,12.33,-0.007134438
1992,7,13.07,-0.17293072,11.39,-0.21262264
1992,8,12.77,0.019817352,10.97,-0.1575613
1992,9,13.02,0.44926643,11.32,0.3654871
1992,10,13.82,0.82817078,12.14,0.83872032
1992,11,15.09,1.1240206,13.23,1.0651226
1992,12,16.32,0.9125576,14.42,1.0223799
1993,1,17.190001,0.54274559,15.21,0.75005817
1993,2,17.51,0.032011032,15.36,0.17798138
1993,3,17.559999,0.14354134,15.37,0.24188709
1993,4,16.940001,0.40042686,14.8,0.41079712
1993,5,15.47,0.29170513,13.67,0.39322948
1993,6,14.49,0.45695114,12.88,0.54286575
1993,7,13.63,0.3870697,12.02,0.41737747
1993,8,13.07,0.31981659,11.41,0.28243828
1993,9,13.03,0.45926571,11.49,0.53548717
1993,10,13.18,0.18817139,11.55,0.24872017
1993,11,14.07,0.10402012,12.27,0.10512352
1993,12,15.82,0.4125576,13.75,0.3523798
1994,1,17.4,0.75274467,15.25,0.79005814
1994,2,18.139999,0.66201019,16.129999,0.94798088
1994,3,17.41,-0.006458283,15.5,0.37188721
1994,4,16.549999,0.010425568,14.7,0.31079674
1994,5,15.27,0.091705322,13.55,0.2732296
1994,6,14.61,0.57695103,12.9,0.56286526
1994,7,14.39,1.1470699,12.69,1.0873766
1994,8,13.71,0.95981693,12.05,0.92243862
1994,9,13.03,0.45926571,11.39,0.43548775
1994,10,13.61,0.61817074,11.85,0.54872036
1994,11,14.09,0.12402058,12.39,0.22512341
1994,12,15.42,0.012557983,13.49,0.09237957
1995,1,16.370001,-0.2772541,14.35,-0.10994148
1995,2,16.76,-0.71798897,14.6,-0.5820179
1995,3,16.67,-0.74645805,14.59,-0.53811264
1995,4,16.540001,0.000427246,14.47,0.080797195
1995,5,15.6,0.42170525,13.7,0.42322922
1995,6,14.72,0.68695164,12.95,0.61286545
1995,7,13.78,0.53706932,12.1,0.4973774
1995,8,13.21,0.45981693,11.57,0.44243813
1995,9,12.95,0.37926579,11.27,0.31548786
1995,10,13.47,0.47817135,11.63,0.32872009
1995,11,14.49,0.5240202,12.68,0.51512337
1995,12,16.24,0.83255768,14.34,0.94237995
1996,1,16.99,0.34274483,15.12,0.66005802
1996,2,17.700001,0.22201157,15.77,0.58798218
1996,3,17.690001,0.2735424,15.71,0.58188725
1996,4,16.780001,0.24042702,14.97,0.5807972
1996,5,15.29,0.11170483,13.64,0.36322975
1996,6,14.06,0.02695179,12.56,0.22286606
1996,7,13.12,-0.12293053,11.65,0.047376633
1996,8,12.54,-0.21018314,11.1,-0.027561188
1996,9,12.09,-0.48073387,10.66,-0.29451275
1996,10,13.02,0.028171539,11.27,-0.031279564
1996,11,14.23,0.26401997,12.44,0.27512264
1996,12,15.72,0.31255817,13.8,0.40237999
1997,1,16.950001,0.30274582,14.83,0.37005806
1997,2,17.57,0.092010498,15.3,0.11798191
1997,3,18.01,0.5935421,15.72,0.59188747
1997,4,17.42,0.88042641,15.35,0.96079731
1997,5,16.25,1.0717049,14.39,1.1132298
1997,6,15.17,1.1369514,13.43,1.0928659
1997,7,13.78,0.53706932,12.22,0.61737728
1997,8,13.5,0.74981689,11.93,0.80243874
1997,9,13.27,0.69926643,11.8,0.84548759
1997,10,13.49,0.49817085,11.98,0.67871952
1997,11,13.78,-0.18597984,12.08,-0.084877014
1997,12,14.94,-0.46744251,13.05,-0.34762001
1998,1,16.84,0.19274521,14.55,0.090058327
1998,2,18.040001,0.56201172,15.63,0.44798183
1998,3,17.950001,0.53354263,15.66,0.53188705
1998,4,17.040001,0.50042725,14.94,0.55079651
1998,5,15.12,-0.05829525,13.36,0.083229065
1998,6,13.85,-0.18304825,12.28,-0.057134628
1998,7,13.34,0.09706974,11.79,0.18737698
1998,8,13.11,0.35981655,11.71,0.58243847
1998,9,13.12,0.54926586,11.64,0.68548775
1998,10,13.73,0.73817062,12.04,0.73871994
1998,11,14.66,0.69402027,12.84,0.67512321
1998,12,16.120001,0.71255875,14.15,0.75237942
1999,1,17.540001,0.89274597,15.47,1.0100584
1999,2,18.51,1.032011,16.17,0.9879818
1999,3,17.73,0.31354141,15.44,0.31188679
1999,4,16.799999,0.26042557,14.69,0.30079651
1999,5,15.49,0.31170464,13.71,0.43322945
1999,6,14,-0.03304863,12.44,0.10286522
1999,7,12.86,-0.38293076,11.41,-0.19262314
1999,8,12.38,-0.37018299,10.82,-0.30756187
1999,9,12.49,-0.080734253,10.91,-0.044512749
1999,10,13.13,0.1381712,11.41,0.10871983
1999,11,14.2,0.23402023,12.35,0.18512344
1999,12,15.97,0.56255817,13.94,0.54237938
2000,1,17.15,0.50274467,15.13,0.67005825
2000,2,18.389999,0.91201019,16.15,0.96798134
2000,3,18.33,0.91354179,16.07,0.9418869
2000,4,17.280001,0.74042702,15.22,0.8307972
2000,5,16.030001,0.85170555,14.22,0.94322968
2000,6,14.51,0.4769516,12.89,0.55286598
2000,7,13.58,0.33706951,11.91,0.30737686
2000,8,12.73,-0.020183563,11.03,-0.097561836
2000,9,12.59,0.019266129,10.88,-0.074512482
2000,10,13.21,0.21817112,11.38,0.078720093
2000,11,14.29,0.32402039,12.36,0.19512272
2000,12,16.4,0.99255753,14.14,0.74238014
2001,1,17.469999,0.82274437,15.07,0.61005783
2001,2,18.34,0.86201096,15.82,0.63798141
2001,3,18.07,0.65354156,15.62,0.49188709
2001,4,17.209999,0.67042542,14.89,0.50079727
2001,5,15.35,0.17170525,13.38,0.10322952
2001,6,14.01,-0.023048401,12.18,-0.15713406
2001,7,12.66,-0.58293056,10.82,-0.78262329
2001,8,12.18,-0.5701828,10.46,-0.66756153
2001,9,12.17,-0.40073395,10.5,-0.4545126
2001,10,12.62,-0.37182903,10.97,-0.33127975
2001,11,14.53,0.56402016,12.66,0.49512291
2001,12,16.280001,0.87255859,14.22,0.82238007
2002,1,17.48,0.8327446,15.28,0.82005787
2002,2,18.1,0.62201118,15.93,0.74798203
2002,3,17.65,0.23354149,15.5,0.37188721
2002,4,16.280001,-0.25957298,14.25,-0.13920307
2002,5,15.02,-0.15829468,13.07,-0.2067709
2002,6,13.78,-0.2530489,12.03,-0.30713463
2002,7,13.21,-0.032930374,11.35,-0.2526226
2002,8,12.66,-0.090183258,10.91,-0.21756172
2002,9,12.51,-0.060733795,10.75,-0.2045126
2002,10,12.77,-0.22182846,11,-0.30128002
2002,11,14.03,0.064020157,12.04,-0.12487698
2002,12,15.27,-0.13744164,13.2,-0.19762039
2003,1,16.639999,-0.007255554,14.39,-0.069941521
2003,2,16.99,-0.48798943,14.62,-0.56201839
2003,3,17.280001,-0.13645744,14.79,-0.33811283
2003,4,16.469999,-0.069574356,14.09,-0.29920292
2003,5,14.92,-0.25829506,12.82,-0.4567709
2003,6,14.12,0.086951256,12.2,-0.13713455
2003,7,13.44,0.19706917,11.65,0.047376633
2003,8,12.86,0.10981655,11.03,-0.097561836
2003,9,12.69,0.11926556,10.89,-0.064512253
2003,10,12.96,-0.03182888,11.15,-0.1512804
2003,11,14.08,0.11402035,12.18,0.015123367
2003,12,15.75,0.34255791,13.67,0.27237988
2004,1,17.01,0.36274529,14.85,0.39005852
2004,2,17.719999,0.24201012,15.39,0.20798206
2004,3,17.799999,0.38354111,15.38,0.25188732
2004,4,17.059999,0.5204258,14.79,0.40079689
2004,5,15.94,0.76170444,13.78,0.50322914
2004,6,14.63,0.59695148,12.7,0.36286545
2004,7,13.71,0.46706963,11.83,0.22737694
2004,8,13.25,0.49981689,11.42,0.29243851
2004,9,13.41,0.83926582,11.61,0.65548706
2004,10,13.69,0.69817066,11.85,0.54872036
2004,11,14.61,0.64402008,12.64,0.47512341
2004,12,15.12,-0.28744221,13.13,-0.26762009
2005,1,16.440001,-0.20725441,14.35,-0.10994148
2005,2,17.32,-0.1579895,15.27,0.087982178
2005,3,17.43,0.013542175,15.39,0.26188755
2005,4,17.030001,0.49042702,15.01,0.62079716
2005,5,15.71,0.5317049,13.87,0.59322929
2005,6,14.49,0.45695114,12.75,0.41286564
2005,7,13.75,0.50706959,11.96,0.35737705
2005,8,13.05,0.29981709,11.32,0.19243813
2005,9,12.99,0.41926575,11.24,0.28548717
2005,10,13.45,0.45817089,11.63,0.32872009
2005,11,14.57,0.60402012,12.67,0.50512314
2005,12,16.6,1.1925583,14.41,1.0123796
2006,1,17.57,0.92274475,15.3,0.84005833
2006,2,18.620001,1.1420116,16.23,1.0479813
2006,3,18.469999,1.0535412,16.18,1.0518875
2006,4,17.75,1.2104263,15.57,1.1807966
2006,5,16.5,1.3217049,14.5,1.2232294
2006,6,15.23,1.1969509,13.61,1.2728653
2006,7,14.1,0.85706997,12.62,1.0173769
2006,8,13.47,0.71981716,11.91,0.78243828
2006,9,13.61,1.0392656,11.98,1.0254869
2006,10,13.75,0.75817108,12.01,0.70872021
2006,11,14.83,0.86402035,12.88,0.71512318
2006,12,16.030001,0.62255859,13.89,0.49238014
2007,1,17.82,1.1727448,15.47,1.0100584
2007,2,18.370001,0.89201164,15.91,0.72798157
2007,3,18.41,0.99354172,15.86,0.73188686
2007,4,17.219999,0.68042564,14.87,0.48079681
2007,5,15.72,0.54170513,13.64,0.36322975
2007,6,14.37,0.33695126,12.63,0.29286575
2007,7,13.57,0.32706928,11.88,0.27737713
2007,8,13.13,0.37981701,11.39,0.26243877
2007,9,12.82,0.24926567,11.1,0.14548779
2007,10,13.51,0.51817131,11.58,0.2787199
2007,11,14.58,0.61402035,12.5,0.33512306
2007,12,16.280001,0.87255859,14.07,0.67237949
2008,1,17.889999,1.2427444,15.67,1.2100582
2008,2,18.68,1.2020111,16.459999,1.2779808
2008,3,18.360001,0.94354248,16.139999,1.0118866
2008,4,17.32,0.78042603,15.22,0.8307972
2008,5,15.74,0.56170464,13.92,0.64322948
2008,6,14.19,0.15695095,12.56,0.22286606
2008,7,13.32,0.077069283,11.75,0.14737701
2008,8,12.86,0.10981655,11.28,0.15243816
2008,9,12.8,0.22926617,11.24,0.28548717
2008,10,13.18,0.18817139,11.48,0.17871952
2008,11,14.23,0.26401997,12.49,0.32512283
2008,12,16.040001,0.63255882,14.07,0.67237949
2009,1,17.190001,0.54274559,15.19,0.73005772
2009,2,18.52,1.0420113,16.290001,1.1079826
2009,3,18.379999,0.96354103,16.190001,1.0618877
2009,4,17.74,1.2004261,15.7,1.3107967
2009,5,16.120001,0.9417057,14.41,1.1332293
2009,6,14.76,0.7269516,13.25,0.91286564
2009,7,13.89,0.64706993,12.35,0.7473774
2009,8,13.34,0.58981705,11.81,0.68243885
2009,9,13.06,0.4892664,11.53,0.57548714
2009,10,13.44,0.44817066,11.89,0.58872032
2009,11,14.56,0.59402084,12.9,0.73512268
2009,12,15.64,0.23255825,14,0.6023798
2010,1,16.809999,0.16274452,14.85,0.39005852
2010,2,17.34,-0.13798904,15.22,0.037981987
2010,3,17.440001,0.023542404,15.37,0.24188709
2010,4,16.91,0.37042618,14.9,0.51079655
2010,5,15.66,0.48170471,13.78,0.50322914
2010,6,14.5,0.46695137,12.83,0.49286556
2010,7,13.69,0.44706917,12.14,0.53737736
2010,8,13.15,0.39981651,11.61,0.48243809
2010,9,12.97,0.39926624,11.52,0.56548786
2010,10,13.16,0.16817093,11.68,0.37872028
2010,11,14.75,0.78402042,13.04,0.87512302
2010,12,16.74,1.3325577,14.92,1.5223799
2011,1,17.870001,1.2227459,15.98,1.5200577
2011,2,18.85,1.3720112,16.84,1.6579819
2011,3,18.360001,0.94354248,16.42,1.2918873
2011,4,17.41,0.87042618,15.48,1.0907965
2011,5,16.23,1.0517044,14.4,1.123229
2011,6,15.18,1.1469517,13.63,1.2928658
2011,7,14.18,0.93706989,12.74,1.1373768
2011,8,13.39,0.63981724,11.92,0.79243851
2011,9,13.15,0.57926559,11.71,0.75548744
2011,10,13.34,0.34817123,11.86,0.55871964
2011,11,14.18,0.21402073,12.53,0.3651228
2011,12,15.99,0.58255768,13.99,0.59237957
2012,1,17.469999,0.82274437,15.15,0.69005775
2012,2,18.440001,0.96201134,15.97,0.78798199
2012,3,18.25,0.83354187,15.84,0.71188736
2012,4,17.559999,1.0204258,15.29,0.90079689
2012,5,16.16,0.98170471,14.18,0.90322971
2012,6,15.08,1.0469513,13.29,0.9528656
2012,7,14.36,1.1170692,12.53,0.92737675
2012,8,13.61,0.85981655,11.89,0.76243877
2012,9,13.46,0.88926601,11.75,0.7954874
2012,10,13.98,0.98817062,12.14,0.83872032
2012,11,14.86,0.89402008,12.93,0.76512337
2012,12,16.139999,0.7325573,14.11,0.71237946
2013,1,17.32,0.67274475,15.09,0.63005829
2013,2,18.15,0.67201042,15.72,0.53798199
2013,3,18.129999,0.71354103,15.66,0.53188705
2013,4,17,0.46042633,14.92,0.530797
2013,5,15.62,0.44170475,13.77,0.49322987
2013,6,14.71,0.67695141,12.95,0.61286545
2013,7,13.95,0.7070694,12.26,0.65737724
2013,8,13.18,0.4298172,11.52,0.39243889
2013,9,12.97,0.39926624,11.25,0.2954874
2013,10,13.51,0.51817131,11.66,0.35871983
2013,11,14.39,0.42402077,12.43,0.26512337
2013,12,16.559999,1.1525574,14.42,1.0223799
2014,1,17.559999,0.91274452,15.25,0.79005814
2014,2,18.120001,0.64201164,15.65,0.46798134
2014,3,17.98,0.56354141,15.42,0.29188728
2014,4,17.120001,0.58042717,14.82,0.43079662
2014,5,15.56,0.38170528,13.53,0.25322914
2014,6,13.94,-0.093049049,12.26,-0.077134132
2014,7,13.31,0.067070007,11.75,0.14737701
2014,8,12.9,0.14981651,11.45,0.32243824
2014,9,12.89,0.31926632,11.34,0.38548756
2014,10,13.45,0.45817089,11.82,0.51871967
2014,11,14.93,0.96402073,13.07,0.90512276
2014,12,16.66,1.2525578,14.48,1.0823793
2015,1,17.450001,0.80274582,15.07,0.61005783
2015,2,17.83,0.35201073,15.47,0.28798199
2015,3,17.92,0.50354195,15.6,0.47188759
2015,4,17.16,0.62042618,14.95,0.56079674
2015,5,15.89,0.71170521,13.98,0.70322895
2015,6,14.76,0.7269516,13,0.66286564
2015,7,14.04,0.79706955,12.3,0.6973772
2015,8,13.33,0.57981682,11.71,0.58243847
2015,9,13.01,0.4392662,11.47,0.51548767
2015,10,13.06,0.068171501,11.43,0.12872028
2015,11,13.91,-0.055979729,12.19,0.025122643
2015,12,15.54,0.13255787,13.64,0.24238014
2016,1,16.93,0.28274536,14.78,0.32005787
2016,2,17.48,0.002010346,15.22,0.037981987
2016,3,17.73,0.31354141,15.33,0.20188713
2016,4,16.84,0.30042648,14.59,0.20079708
2016,5,15.68,0.50170517,13.58,0.30322933
2016,6,14.33,0.29695129,12.39,0.052865982
2016,7,13.58,0.33706951,11.73,0.12737656
2016,8,13.2,0.4498167,11.42,0.29243851
2016,9,13.06,0.4892664,11.33,0.37548733
2016,10,13.57,0.57817078,11.76,0.45872021
2016,11,14.56,0.59402084,12.68,0.51512337
2016,12,15.61,0.20255756,13.64,0.24238014
2017,1,17.190001,0.54274559,14.72,0.2600584
2017,2,18.17,0.69201088,15.58,0.39798164
2017,3,18.18,0.76354218,15.6,0.47188759
2017,4,17.190001,0.65042686,14.82,0.43079662
2017,5,15.35,0.17170525,13.39,0.11322975
2017,6,14.2,0.16695118,12.43,0.092865944
2017,7,13.46,0.21706963,11.71,0.10737705
2017,8,13.07,0.31981659,11.35,0.22243881
2017,9,13.21,0.63926601,11.53,0.57548714
2017,10,13.59,0.59817123,11.78,0.47871971
2017,11,14.84,0.87402058,12.97,0.80512333
2017,12,16.540001,1.1325588,14.58,1.1823797
